id,comentario,anotator1,anotator2,anotator3,label_final,links_post,account_post
6569,Parabéns querida deputada Carla Zambele você é dez,0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6570,@tatis.ambiente os assessores do Instagram da deputada já me explicaram fica em paz irmão,0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6571,O projeto era pra impedir.. Agora aprovou pra limitar só kkk nunca vai mudar nada... o amor sempre vence,0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6572,Carla zanbelle gastei das suas prerrogativa de deputada atuante sou seu fã,0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6573,PARABÉNS DEPUTADOS DEUS ABENÇOE VCS MUITA FORÇA VAMOS CHEGAR LA COM FÉ EM DEUS 🙌🙌,0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6574,"Parabéns, mais uma vitória 🏅👏🏼👏🏼👏🏼 juntos somos mais fortes",0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6575,Parabéns Carla Parabéns Você me representa Parabéns Brasil Parabéns,0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6576,Menos um problema pra resolver 🙌🙌🙌🙌,0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6577,Amém obrigada está certo 🙌👏👏👏,0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6578,"Parabéns a todos, uma ótima notícia",0,0,0,0,https://www.instagram.com/p/C4wJzqbMqZZ/,Carla Zambelli
6579,"@celhaivandis , agradecemos o apoio e carinho dado à Deputada! Atenciosamente, Equipe da Deputada Federal Carla Zambelli.",0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6580,"Comercialização de animais silvestres, onde o bem estar animal entra aí?",0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6581,"Deus nos ajude, com tantas coisas urgentes COMO O VOTO IMPRESSO . TEMOS ELEIÇÕES ESSE ANO , AJAM LOGO 😢",0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6582,Parabéns deputada vice é especial merece todos os aplausos 👏👏,0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6583,"Parabéns Deputada Carla, sempre dando voz a que não tem 👏👏👏👏",0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6584,Parabéns continue firme e forte e conte conosco,0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6585,"@elizeu_ribeiro_nascimento vc mesmo pode fazer a pergunta a ela meu jovem, com relação ao nosso presidente estamos n luta juntos somos mais fortes um grande abraço",0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6586,Parabéns pelo belíssimo trabalho 👏👏👏,0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6587,"Parabéns, Deus abençoe e guarde",0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6588,"Deputada, vamos ao que interessa, voto impresso auditavel. Esqueceu foi?",0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6589,🙌👏 Parabéns sempre representando nosso povo nossa nação Deus Pátria família e liberdade 👕🗽💚,0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6590,Quero saber do voto impresso e também dos presos políticos que alguns estão com mais de 17 anos de prisão,0,0,0,0,https://www.instagram.com/p/C4tnwBQrp2S/,Carla Zambelli
6591,"É tão gostoso ouvir uma criança falar um Eu te amo assim, tão sincero e cheio de verdade 🙌❤😍",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6592,Parabéns para esse muleque e principalmente ao pai que tem dado uma educação de excelência,0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6593,"Paulinho que Deus te abençoe sempre, exemplo de pai que eu quero ser.",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6594,Não julgo porq ninguém conhece devidamente o que aconteceu . Mas Deus é com vc . Ele nunca abandona . Deus o abençoe,0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6595,Emocionante!Eu sou o Pai(para a minha filha)que eu sempre quis ter.Que Deus abençoe esse garoto e seu pai.,0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6596,Deus abençoe esse menino e a seu pai herói tbm,0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6597,"Por essas e outras que o bem jamais será derrotado.É como dizia Silvio Santos,o mau vence por alguns momentos,mas no final o bem sempre triunfa!🙌🏾🙏🏾",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6598,"Eu vi esse vídeo, emocionante mesmo",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6599,"Tem que amar pai e mãe apesar de qualquer coisa, bíblia diz isso.",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6600,"Bem educado e ensinando pelo pai Deus, pátria, família",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6601,"Aí de nós,se não fosse o amor que Deus tem por nós",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6602,"Emocionante de mais, Deus é tudo 🙌🙌",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6603,"Paulinho, eu te saúdo e abençoo com o ampr que sinto pelo meu proprio pai.Que nunca me falrou nem me falta🙏",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6604,😍😍😍👏👏👏 esse vídeo ganhou meu ❤️,0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6605,Quem Deus tem tudo e quem não tem Deus não tem nada. Que moleque abençoado 🙌,0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6606,"@ricardo_eleuterio30 exatamente, Deus é o princípio para todas as coisas boas acontecerem",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6607,"@luiz_f_gelezov o mundo pode ser melhor, não vamos desistir!",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6608,"Ohhh Manu, Laurinha já nasceu com consciência política e espírito solidário. Ela traz a empatia na alma. Você @ducaleindeckeroficial estão criando-a muito bem. Parabéns! Parabéns especial pra nossa Laurinha linda. E força pra vocês, querida♥️🌺🩷",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6609,"Um abraço, nossa corajosa representante na luta contra as mentiras que assolam o nosso país.",0,0,0,0,https://www.instagram.com/p/C4ncODbBcrm/,Carla Zambelli
6610,Queremos o salário mínimo pra 1.320 oficial apati de maio,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6611,E a Mp da enfermagem como fica?,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6612,"@carol.hell e @lucasmanzotti vou responder os 2 de uma vez. Não sou contra, só acho que devia ser temporário até encontrar um emprego. Poderia aqui citar n casos que teria que ser uma política diferente, mas achei que fosse livre para expressar minha opinião.",0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6613,Parabéns presidente Lula!!!!,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6614,Isso sim é pensar na família,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6615,Vamos juntos com o Governo popular do Presidente Lula !O Brasil para todos e todas!,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6616,Kd o fim da reforma do ensino médio????,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6617,Que programa maravilhoso e importante para nosso povo.,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6618,Família que ganha mil reais sem trabalhar e o salário mínimo de mil trezentos e dezoito pra o trabalhador é sem lógica.,0,1,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6619,@gilberttsantos pra quem vive de doação sim meu querido!,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6620,@daianeluz7 o amor venceu! Trabalhem por amor!,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6621,Parabéns pelo retorno do BF 👏👏👏👏👏👏,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6622,@victorbrivera depois te explico melhor o que vc não entendeu ainda,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6623,@_guevangelista seria exelente governador de São Paulo alem tudo e bonito ele sendo ótimo. Ministro da Fazenda.,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6624,@leina_maria_ da última vez tivemos o melhor GOVERNO que o Brasil já teve em toda história política brasileira,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6625,@le.dearruda governo acabou de baixar gasolina e diesel,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6626,"Que lindeza! Lugar de criança é na escola, bem cuidada e bem alimentada! Foi isso que mudou minha vida",0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6627,Vai dar certo Brasil!,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6628,"@brunomartins_sf1 vc me convenceuuuu, com toda suas palavras educadas!!! Vi que vc entende mesmo de política e estuda muito, pois conseguiu debater com tds em alto nível! Fk com Deus garoto.",0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6629,"Na última pesquisa do IBGE, a constatação é que mesmo com o funcionamento do Bolsa Família o número de filhos por mulher não aumentou.",0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6630,"@brunomartins_sf1 realmente vou ter que voltar a estudar e entender tudoooo que está acontecendo. Vc deu uma aula ... nos passe sua base de conhecimento, para que tds aqui possa seguir este mesmo pensamento, de argumentos e de Educação. Sensacional 👏👏👏👏👏👏",0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6631,"Parabéns, que felicidade estarmos em um novo Brasil. Fé, esperança, organização, compromisso. Que tenham sempre muita sabedoria",0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6632,Precisa frear a inflação e tornar insento quem ganha 5000 mil. Diminuir o gasto público e fazer crescer o país.,0,0,0,0,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
6633,Que abraço gostoso se percebe a sinceridade,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6634,Que demais! 👏👏👏,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6635,Só amigos que se cumprimentam assim 👏👏👏👏,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6636,Adoro ver este abraço.,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6637,Que abraço ms e espontâneo 👋,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6638,Quem não se emociona ?,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6639,"Abraço sincero, de amigos de vdd",0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6640,Adoro ver isso! 👏👏👏😍😍😍😍😍😍,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6641,"Argentina com Milei, no rumo certo para o sucesso....",0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6642,Presidente toppppp🙌,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6643,Bolsonaro sempre,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6644,👏👏👏👏👏👏 a direita avançando 🔥❤️,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6645,Adoro a alegria do Javier,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6646,Deus abençoe a todos este sou eu de Guarulhos São Paulo Brasil para o mundo,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6647,Grandes líderes PATRIOTAS,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6648,Os homens se reunindo PRESIDENTE BOLSONARO +MILEI +TRUMP HOMENS RESPEITADOS 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6649,Parabéns aos argentinos por ter escolhido o lado certo,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6650,Unidos venceremos!,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
6651,"Eu estou aqui, é só dizer o q devo fazer",0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6652,Vamos propagar o conservadorismo pelo Brasil.,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6653,Bora ser honesto!👏,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6654,Pode conta comigo 👏,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6655,Falou tudo. parabens as pessoas honestas ja intenderam isso,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6656,Quero sim juntos somos fortes,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6657,@prbolsonaro2026ofc estamos com o senhor nosso presidente Bolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6658,O Brasil irá por vcs,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6659,@gusmao961 Faz anos que pego remédio na farmácia popular😂😂😂😂😂,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6660,Bolsonaro o melhor presidente é mas amado do Brasil Mitoooooooooo !!,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6661,Sempre bossonaro pôde contar comigo sempre patriota,0,0,0,0,https://www.instagram.com/p/C3L9ag3OpuG/,Eduardo Bolsonaro
6662,VIVA Á DEMOCRACIA,0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann
6663,"Uma ótima semana , cheia de vitórias e surpresas boas ❤️❤️❤️❤️",0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann
6664,Democracia sempre ❤️,0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann
6665,Uma semana abençoada pra sra.,0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann
6666,"Bom dia democracia o Brasil e os apoiadores estadistas democráticos , as escolhas são democracia.",0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann
6667,Boa tarde Gleice querida 😍,0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann
6668,Bom dia Democracia obrigado por existir!!,0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann
6669,Revisão da vida toda já!!!!!!!!!!,0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann
6670,"Bom dia querida deputada Gleisi Hoffmann, um ótimo início de mês, e também um maravilhoso início de semana.",0,0,0,0,https://www.instagram.com/p/C5OEkFkMG5J/,Gleisi Hoffmann
6671,@prestes.reh noooossa essa foi boa 👏👏👏👏,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6672,Que tal governadora do Rjkkk,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6673,"Se filiar pode com certeza, ser eleita já é outra conversa 😂",0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6674,Os comentários são o que há de melhor,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6675,Passando aqui para me divertir com os comentários,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6676,"Volta linda, faz muitaaaaaa falta",0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6677,Melhor fazer uma enquete .,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6678,Tinha prometido que não voltaria,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6679,@rennatorasta pensei a mesma coisa kkk,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6680,Vai ter seleção para merendeira no colégio do meu filho,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6681,"Tem meu voto, @joicehasselmannoficial",0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6682,"@adelaineadv Tá eleita, comentário do ano!😂😂😂",0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6683,Kkkkkkkkk tô rindo só,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6684,"Realmente a situação é difícil, só vejo uma saída para essa candidatura, tentar uma vaga na Câmara de Vereadores e fazer um trampolim, pois, esperar 2 anos para recuperar um prestígio político é arriscado.",0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6685,"Que triste! Mesmo elegível, não ganha eleição.",0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6686,Tem meu voto!!!! 👏👏👏,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6687,Vem pro PT,0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
6688,Vim olhar os comentários pra ver se ainda tem receitas,0,0,0,0,https://www.instagram.com/p/C5ZV9mMucGn,Joice Hasselmann
6689,As pessoas acha q só existem lula e Bolsonaro,0,0,0,0,https://www.instagram.com/p/C5ZV9mMucGn,Joice Hasselmann
6690,@simonemouraom sempre . Combater as desigualdades sociais,0,0,0,0,https://www.instagram.com/p/C5ZV9mMucGn,Joice Hasselmann
6691,Vem para o 13 amor,0,0,0,0,https://www.instagram.com/p/C5ZV9mMucGn,Joice Hasselmann
6692,"Boa Joice, sou da mesma opinião.",0,0,0,0,https://www.instagram.com/p/C5ZV9mMucGn,Joice Hasselmann
6693,Podemos ter opiniões diferentes e realizar um debate de país digno e honesto para o futuro. @joicehasselmannoficial sou de Centro-esquerda e concordo contigo!,0,0,0,0,https://www.instagram.com/p/C5ZV9mMucGn,Joice Hasselmann
6694,Resumindo: o novo centrão é a Joice e o MBL,0,0,0,0,https://www.instagram.com/p/C5ZV9mMucGn,Joice Hasselmann
6695,@neidesilvamariano É o novo centrão,0,0,0,0,https://www.instagram.com/p/C5ZV9mMucGn,Joice Hasselmann
6696,"O Ministério da Saúde passou a recomendar que não sejam aplicadas as vacinas Astrazeneca e Janssen na população com menos de 40 anos,",0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6697,"Finalmente temos um presidente que trabalha e trabalha MUITO! VIVA a DEMOCRACIA com #LulaMelhorPresidente , um presidente que respeita o povo brasileiro.",0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6698,Mulheres maravilhosas 💝💖,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6699,Lula o melhor Presidente do Brasil ❤️🇧🇷 sempre e para sempre ❤️🇧🇷,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6700,Aí é o monte de ministros todos bem preparados,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6701,@luiziannelinspt 2024 Fortaleza... a candidata da Militância de @lulaoficial,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6702,Ninguém solta a mão de ninguém 🤝❤️,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6703,@elizabethsavala Verdade!!!❤️❤️❤️❤️❤️,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6704,Maravilhosas!!! Estamos JUNTAS!!❤️❤️❤️❤️❤️❤️,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6705,A pauta mais importante é segurança publica e educação basica,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6706,Guerreiras do povo brasileiro!,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6707,Vocês nos inspiram ! 😍😍😍😍😍,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6708,...Lugar de Mulher é na Política.👏👏😍,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6709,"LULA SEMPRE ♥️♥️♥️♥️♥️♥️o melhor presidente do Brasil e do mundo, abençoado por Deus, mais amado ♥️♥️♥️♥️♥️♥️👍👍👍👍👍",0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6710,MULHERES PELA DEMOCRACIA 👏👏👏🙌❤️,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6711,"Mulheres inspiradoras, guerreiras e potentes de todas as LUTAS e batalhas em prol de um Brasil mais igual, justo e fraterno. 👏🇧🇷❤️🙌",0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6712,Por isso fiz o L agora temos um presidente de verdade e que causa orgulho Viva Lula ❤️❤️❤️❤️🇧🇷🇧🇷🇧🇷🙏🙏,0,0,0,0,https://www.instagram.com/p/C4-lEANRpai/,Gleisi Hoffmann
6713,"Alô @bolsonarosp hoje teremos manifestações pelo Brasil todo dos motoristas de aplicativo, se puder cobrir nossa manifestação e dar apoio será gigante da sua parte 🙌",0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6714,O melhor presente que o Brasil já teve Jair Bolsonaro,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6715,Ler um filho defender o pai é muito prazeroso mais ter um pai honesto é muito melhor não tem palavras que explique,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6716,"🙏 Mil cairão ao teu lado , dez mil a tua direita , mas tu não serás atingido ... em nome de Jesus . 🙏 Obrigado Presidente Bolsonaro ! 🇧🇷 Os brasileiros do bem estará com o senhor p/ o q Der e Vier . 🇧🇷 Deus Pátria Família e Liberdade . 🇧🇷🙏🇧🇷🙏🇧🇷🙏🇧🇷🙏🇧🇷🙏🇧🇷🙏",0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6717,Que boné top👏,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6718,👏👏👏👏👏 Deus está cuidando de tudooo,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6719,O que está sendo feito para termos uma votação limpa na próxima eleição?,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6720,Bolsonaro nosso lider,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6721,@bolsonarosp será que VCS podem fazer fotografia cartaz em tamanho grande do nosso Bolsonaro. Gostaria de ter um poster grande dele.,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6722,Esse é meu Presidente!!!,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6723,Vou comprar os vinhos.,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6724,O MELHOR DE TODOS OS TEMPOS..O BOLSONARO O INSUBSTITUÍVEL SEMPRE! 😂😂❤️❤️👏👏👏,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6725,História nacional,0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6726,"QUEREMOS A VOLTA DE @jairmessiasbolsonaro VOLTA, O BRASIL TE AMA!",0,0,0,0,https://www.instagram.com/p/C45laynLYdV/,Eduardo Bolsonaro
6727,Deus há de abençoar nosso pais eu Creio,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6728,Eu te agradeci pelo elogio amor,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6729,"Tá bom eu vou dormir ,até daqui a pouco amor",0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6730,Amor a gente se fala ao amanhecer,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6731,Não vamos desistir!!!,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6732,QUEREMOS VOTO AUDITAVEL E IMPRESSO COM APURAÇÃO PÚBLICA,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6733,Parabéns ao Nosso capitão.,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6734,"Deus abençoe a turma do bem,Bolssonaro e Família.luz no seu caminho.",0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6735,O Bolsonaro foi e continua sendo o nosso Presidente.,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6736,Vamos que vamos Bolsonaro 🇧🇷🇧🇷🇧🇷💚💛🏆👏🏼👏🏼👏🏼,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6737,"Parabéns, a verdade sempre aparece 🙌🙌🙌🙌",0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6738,Até a abóbora está cara!,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6739,Só falou verdades Sr Deputado! 👏👏👏,0,0,0,0,https://www.instagram.com/p/C4wHsBWvHP1/,Eduardo Bolsonaro
6740,"👉🙄🙌 parabéns sentir firmeza ,brasíl assima de tudo Deus assima de todos 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,0,0,0,https://www.instagram.com/p/C4DSASyLxeO/,Eduardo Bolsonaro
